id,gt_or_pred,spl,spa,avbh,pvbh,svbl,ivbl,vcl
sub-verse410_split-verse267_vert-16,GT,26.16,116.69,12.49,13.13,18.53,18.73,9.48
sub-verse410_split-verse267_vert-18,PRED,20.18,41.14,13.07,16.12,16.37,16.87,10.83
sub-verse410_split-verse267_vert-16,PRED,17.72,69.83,14.06,13.24,18.39,18.48,9.89
sub-verse410_split-verse267_vert-18,GT,19.65,139.79,14.03,15.51,17.29,17.59,10.37
sub-verse410_split-verse267_vert-20,GT,22.77,149.28,15.22,16.06,17.07,19.04,10.91
sub-verse410_split-verse267_vert-17,GT,23.96,130.22,13.22,13.60,18.35,14.79,9.84
sub-verse410_split-verse267_vert-21,GT,25.04,150.16,15.46,17.13,22.88,19.69,10.29
sub-verse410_split-verse267_vert-19,GT,20.53,22.08,14.93,16.05,20.08,17.04,10.87
sub-verse410_split-verse267_vert-20,PRED,21.96,157.37,15.83,15.99,17.61,17.86,10.91
sub-verse410_split-verse267_vert-19,PRED,18.10,163.80,15.02,15.89,17.85,17.39,11.21
sub-verse410_split-verse267_vert-21,PRED,24.90,158.84,17.46,15.91,18.77,16.30,11.05
sub-verse410_split-verse267_vert-22,GT,23.14,147.72,17.54,16.92,20.04,16.29,9.87
sub-verse410_split-verse267_vert-22,PRED,26.60,146.21,17.29,16.53,17.79,19.14,10.46
sub-verse410_split-verse267_vert-23,GT,21.09,151.56,15.15,16.49,20.93,20.95,8.98
sub-verse410_split-verse267_vert-8,GT,24.02,125.96,9.86,10.79,6.72,8.53,9.84
sub-verse410_split-verse267_vert-24,GT,19.17,148.55,16.04,14.02,16.90,16.90,8.75
sub-verse410_split-verse267_vert-8,PRED,22.62,52.64,8.90,9.08,6.91,8.83,10.11
sub-verse410_split-verse267_vert-23,PRED,21.69,148.19,16.77,16.63,19.30,17.41,11.03
sub-verse410_split-verse267_vert-9,PRED,24.89,50.90,8.99,9.42,9.51,10.98,9.75
sub-verse410_split-verse267_vert-9,GT,24.86,147.86,11.10,11.15,11.28,10.92,9.24
sub-verse410_split-verse267_vert-24,PRED,20.83,133.22,16.24,15.11,19.83,18.98,10.09
