id,gt_or_pred,spl,spa,avbh,pvbh,svbl,ivbl,vcl
sub-verse410_split-verse267_vert-16,GT,26.16,116.35,13.01,13.13,18.53,18.73,9.48
sub-verse410_split-verse267_vert-15,GT,26.16,112.80,11.68,12.68,18.56,18.41,9.09
sub-verse410_split-verse267_vert-16,PRED,24.67,48.53,14.52,16.13,16.79,18.38,7.94
sub-verse410_split-verse267_vert-17,PRED,22.00,42.75,14.60,14.96,17.67,16.68,8.92
sub-verse410_split-verse267_vert-15,PRED,25.84,52.37,11.17,14.71,17.90,19.15,8.37
sub-verse410_split-verse267_vert-19,PRED,22.43,36.53,14.56,15.70,18.69,18.37,10.30
sub-verse410_split-verse267_vert-19,GT,20.53,21.97,14.96,15.98,20.08,17.04,10.87
sub-verse410_split-verse267_vert-21,PRED,23.65,156.64,15.65,14.63,18.58,19.12,10.28
sub-verse410_split-verse267_vert-18,PRED,21.23,38.84,13.66,15.11,17.56,16.13,9.26
sub-verse410_split-verse267_vert-17,GT,23.96,130.22,13.23,13.59,18.35,14.79,9.84
sub-verse410_split-verse267_vert-20,GT,22.77,149.27,14.70,16.11,17.07,19.03,10.90
sub-verse410_split-verse267_vert-18,GT,19.65,139.77,14.04,15.50,17.29,17.58,10.37
sub-verse410_split-verse267_vert-21,GT,25.04,150.17,15.47,17.13,22.88,19.69,10.28
sub-verse410_split-verse267_vert-22,PRED,27.25,144.61,16.99,16.89,15.49,17.12,9.38
sub-verse410_split-verse267_vert-20,PRED,21.45,144.34,14.11,15.24,20.95,20.03,9.67
sub-verse410_split-verse267_vert-23,GT,21.09,151.55,15.15,16.49,20.93,20.95,8.98
sub-verse410_split-verse267_vert-23,PRED,24.35,131.47,15.56,13.97,19.98,18.95,9.87
sub-verse410_split-verse267_vert-22,GT,23.14,147.71,17.49,16.92,20.02,16.92,9.87
sub-verse410_split-verse267_vert-8,GT,24.03,126.24,9.85,10.79,6.72,8.52,9.84
sub-verse410_split-verse267_vert-9,GT,24.86,147.86,11.40,11.12,11.28,10.92,9.24
sub-verse410_split-verse267_vert-24,GT,19.17,148.54,16.05,14.03,16.89,16.90,8.75
sub-verse410_split-verse267_vert-9,PRED,24.73,47.31,10.06,9.46,11.27,10.91,7.67
sub-verse410_split-verse267_vert-24,PRED,20.68,138.89,14.96,15.26,18.75,19.55,8.42
sub-verse410_split-verse267_vert-8,PRED,22.65,60.32,11.48,11.68,12.26,12.26,8.40
