id,gt_or_pred,spl,spa,avbh,pvbh,svbl,ivbl,vcl
sub-verse410_split-verse267_vert-21,GT,25.03,150.62,15.43,17.12,22.88,19.61,10.28
sub-verse410_split-verse267_vert-23,GT,21.08,151.54,15.14,16.49,20.94,20.96,8.98
sub-verse410_split-verse267_vert-20,GT,22.77,149.31,14.70,16.11,17.07,19.04,10.90
sub-verse410_split-verse267_vert-22,GT,23.14,147.71,17.49,16.92,20.03,16.91,9.87
sub-verse410_split-verse267_vert-20,PRED,23.33,38.35,15.34,16.45,17.83,18.02,10.93
sub-verse410_split-verse267_vert-22,PRED,26.42,139.76,17.21,17.78,17.33,20.70,10.81
sub-verse410_split-verse267_vert-24,GT,19.17,148.56,16.05,14.03,16.89,16.90,8.75
sub-verse410_split-verse267_vert-9,PRED,24.79,123.15,8.69,11.19,9.27,10.12,9.48
sub-verse410_split-verse267_vert-23,PRED,22.42,150.06,18.36,16.79,18.67,17.59,10.50
sub-verse410_split-verse267_vert-8,GT,24.02,126.24,9.86,10.79,6.72,8.52,9.84
sub-verse410_split-verse267_vert-8,PRED,22.94,51.32,9.89,9.64,8.91,11.26,9.35
sub-verse410_split-verse267_vert-21,PRED,24.31,153.84,16.70,18.37,18.32,17.78,11.65
sub-verse410_split-verse267_vert-9,GT,24.86,147.86,11.39,11.12,11.28,10.92,9.24
sub-verse410_split-verse267_vert-24,PRED,19.32,155.10,19.24,19.19,19.27,18.34,10.44
